pickup_place,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,pc19,pc20,pc21,pc22,pc23,pc24
-95.169383,14.254790371366902,3.6999996163059126,1.3739314851257314,1.5143263464526846,-0.05829209157979581,-1.091603155310139,0.42723522628222727,-1.000926481415907,0.5165188404218842,-2.77030990869162,-0.35329157364893293,0.8402424238680501,0.6503922038070861,-1.6408076573186963,0.009625997841674068,0.21249453191300638,-1.4126219303456151,2.3570332238648,-2.3714299803544887,2.1088517019241206,1.4072124512758533,0.35226322350430805,1.9575125421615363,-0.24440166945653938
-75.292867,10.701244028438447,-4.225062722888797,0.9283527798520864,1.1667001769925842,0.9497821267799144,-1.6590498284483257,-1.0432779108710382,-1.6494909000612694,-0.34467270314969495,-1.0919620770362786,1.3362332648042816,-1.2980667133968928,-0.1970335642989638,0.12982131599430197,0.2636156996169487,0.8246515838094908,-0.6822753603421486,0.24608772195121217,-0.17393318062031957,0.6542910908599645,-0.7495900813636465,-0.002427819026593466,-0.3742331433146829,-0.3414816832284284
-74.378043,14.586436849434625,1.3032904269833943,1.9393050396300968,-0.37459168277095056,-1.3681611303168189,1.8433316567651965,0.15330847463877842,0.7225027360495198,-0.2838790563829756,1.085367639019129,0.37789832061946443,0.5690989507849282,-0.39749252920486955,1.197590516128133,0.09686065954894815,0.33617660500633495,0.7877154456699649,-0.4385640383159692,0.9733812104013184,-0.7679822883161871,-1.096664464705807,-0.2681578066341356,-0.2921053200952846,-0.7687008767328801
-74.373728,10.855747510748227,4.415170502894566,-0.8548277606457519,1.3126444659070438,-3.489423635053515,0.21605387034636686,1.6205751604673382,0.7773834994174138,1.2142243114249562,1.846130624195615,-0.4164731232300619,0.12699964969281546,0.04007460553757036,1.9284771476618117,0.14542179195635224,-2.0050766807464875,0.5310365867943475,2.3382872252841453,1.085105515812526,0.7399096940463683,3.360658618974256,-0.5069148527029742,1.244605835516225,-1.1589374557712697
-74.37016199999998,13.396069318169618,0.8050861922473755,1.1456394433144725,-1.410598660672573,-0.8315508766449341,3.640271634948546,-0.5387972598954065,-0.14724150592003443,-0.16429204586949256,0.2619225046985627,-0.20652098037290453,-0.9502213072074029,0.0052601975574636155,0.6866504230159841,-0.9353888286544761,1.0440512384205631,-0.4538307626364857,0.030979191368132115,1.4176975486291281,-0.1295104203243684,-0.42346167600911705,0.053989519109620764,-1.8405947103476805,0.6260333271674506
-74.36672799999998,23.368419118630204,-3.3415270282734055,15.85359663698999,2.9582682390926487,-1.475843525682926,-4.660476447046476,-16.10185969945845,-3.435408880581383,-15.904462300273325,-1.4688825135954537,-0.6172214750958255,-6.448701001876796,-9.08755505244,-10.596779582560139,0.47262766794042294,-10.74717255234536,1.807196116910984,1.3189002345717278,-0.8208367724660707,-0.5087954653273244,-1.111202750346965,-0.1364888169906944,0.10662175276137116,-0.1893455618827735
-74.366693,13.025545263263956,0.4948289731158242,2.3246177339109324,-6.4694388259200615,-0.018327330840282485,3.745471036630317,-1.107146922558034,-2.3162149324961048,0.02767345352512951,-2.1103570609252826,0.4478008304428359,-0.18811575333805186,-1.7006164014333496,0.42516472418870166,-1.2758879315084137,-1.4177856974567207,1.4363958397126322,0.4438937298489512,-0.6587595911616374,1.3462455138511538,0.0886360645323739,1.495525500757061,-0.051168934629826725,0.24181218383065603
-74.312782,11.751696639640803,2.337552870977056,1.322168290192836,-2.796830560577062,-2.235026001776293,1.0894091317215546,0.24089668977008663,-0.7686577907457879,-1.484616726150409,0.15355490844185385,0.8388114818349544,-0.09806235730936758,0.9594442496856338,0.5337362124262375,1.1475170059882644,0.31172900078295285,-0.7996703570886555,-1.1752145654982116,1.7616598140678519,-1.6691171965946694,0.5092320270418618,0.25435345581883584,-0.20074659405848638,-0.4443947190573087
-74.27373299999998,13.835578443842326,3.4088793524615135,0.8768078030327005,2.5415997495019553,0.2657500892783874,0.2274497503883467,0.2369098862194635,-0.2432608259540606,1.7340556180653726,-0.7368811144579063,-0.2982490078939072,0.010183904369074515,-0.3008296941744732,0.7081208527161125,-0.5485929934815756,-0.05560077244895173,1.3606528274241465,-0.7530628474787514,-0.5239218629859275,-0.08757888232402922,0.3979601551936778,-2.4711960825953585,-0.3087083795634374,0.379506870941851
-74.227193,13.031701015332043,1.5420445390023465,0.7495054361437511,0.0708916442332406,0.2775153602478963,2.215815695291535,-1.7575125990298794,-2.2932339824806456,1.2484546234409666,1.3857872998848608,-0.5570442145404088,1.0184087940720343,1.461217700188806,-0.5260278941396781,-0.22452311826244473,0.14461602746217195,-0.26082467731618064,0.10600212322092824,-1.8630503787041883,1.2433676675888983,-0.4563538045185521,1.3744578922562296,0.5820281338314234,0.23115736867648398
-74.221108,11.51181939734899,-0.06684190897682546,-1.2346625163210754,0.07496276118633349,-2.1145566152464936,-0.2939639572739476,-0.6474828241562427,-1.3307416474978195,-0.7235486216344666,0.9207950746229919,-0.19813383049195465,1.1734477928805194,0.7973058251434713,0.15440230346101702,-1.0225246625280873,0.6300033007520878,-0.9627204830736464,0.6149428994979493,0.5158385825162215,0.5125105521320258,-1.0175732657098175,0.10546554157113686,1.305034348059654,0.4718136837325205
-74.217048,11.453871715146912,2.232573096107077,-0.9056178835295225,3.7385889175762403,-0.5789576697836731,-2.594684485640203,-3.509034494553876,-1.4468247216586292,2.0090321634550734,1.1645664000946554,0.14670901321167185,-0.4922583887638429,-0.8530147061031083,-0.8341767470562167,0.3671375640823569,1.1689732631530512,0.02909439218644536,0.40910403532389117,-0.029933065994280784,1.8401543232012578,-1.2893253424906608,0.12541421416968515,-1.226215779324876,-0.4848032713912566
-74.200182,13.588269792731271,3.2868251488638065,0.9786623462071211,0.8990769264560917,-0.10340334078974794,1.158818920781485,-0.3551328619463357,-0.7634206153648533,0.5671764522740935,0.1900551789121349,-0.436021753450763,-0.8730561889929036,1.666595141516301,-1.8388217960303288,-0.4567051439795066,1.8073768550094909,-1.3103887944572532,1.7391159204892044,-1.4107876620199202,1.4668359356276022,-0.3454818333188636,-1.6199026597188053,0.08950778195511203,0.3846127740676447
-74.19642799999998,14.183079509022576,2.880411512366211,-0.3662027993686303,-1.7784572882584289,2.7536104588237333,-0.5545015550061371,2.011280751456459,-0.6933108711064193,2.9187248733527142,2.0917053924340707,1.3585205505611633,-0.07144650533808677,-0.3296018773144336,0.6850557997111011,-0.3128309348625051,0.45913094956506995,-1.3022985878978182,-0.8350106692786672,-0.6261998803945287,-2.979158962489801,-1.1696828835444273,-0.3943511084100164,0.37367591622491375,-1.6956361380818696
-74.18438299999998,12.970020684996248,4.607267642895683,-1.1932840059417646,0.2406054054085739,-0.18317244321525322,0.7640021484832512,-2.485163853566363,-1.222272877223729,-1.9534738260903053,-2.084973423383598,0.8883641486067316,0.3903243409990639,0.28823219032200975,0.8069274032512147,-0.33450209830842587,0.13216770930580382,0.8172839228650378,-0.7705943726505455,2.2473689168455517,1.3566624954513984,-1.0449107256221999,1.235912313758046,-0.11804540385347129,-0.1675704609773283
-74.183644,12.989971531040414,-5.6264234110035645,-2.9668096016185923,-2.3491368237333545,-1.2749328869447676,0.012290409065570773,-2.4091274407474272,-3.320092846635063,-0.330971773014507,-0.4724708557921297,2.271660178812268,1.7250960998825708,-0.28663553808810016,0.7152828050635698,1.2962470675334314,-0.6117446679921876,-1.5977366290332495,0.5616204132290058,-1.289322144963215,-0.3181485603877218,1.5831273527836023,0.09039222061425006,1.0058465348724341,2.3570521048877873
-74.110217,10.986571202716814,-0.012829463569619448,-0.11190092661036566,-1.5860878362071777,0.9348325179065506,-2.2241092298964547,-0.9023695587927891,-3.0688188415971576,-0.5187519757614115,0.49780332841014446,-0.8215536202133426,0.4504129713707797,1.0604505832500846,-2.189104188059179,2.661026238956679,0.42035696428905933,-2.7167327980073015,1.8619020106650663,-0.043386221176471465,-1.5271731557113843,0.4210843868315098,1.5304772540375495,-0.2964707837172484,0.5967808467457218
-74.10809,12.802415623405919,3.0077346052029355,1.3086229957057374,-1.8602975412583602,-2.560161982312537,0.8801666251165937,-1.2736135353509836,-0.6742992361376882,-2.725795389532302,0.5003494696598144,1.9205866390191173,-0.060084113600697875,2.8128429521417466,0.04561311899421536,-0.6861927012985796,-1.745756414653774,1.3491656157698442,1.5262458303074953,0.5033745350980869,0.9300061085220281,-0.9041700215964907,-1.7402212438748765,-1.138182412821499,0.5079398246353442
-74.105777,10.936749150317132,-0.3436183294527778,-2.1076781210714834,-1.3945732383045053,-3.6100156396299865,0.2153068514438348,0.5671568142065528,-0.04296176655073708,-0.4756480535671177,-2.7111876579356755,-0.1921725187075508,1.204393836967971,2.1809725273164196,-2.404405103645456,-0.7252946599391236,0.36970529552869974,-0.9200504841736047,0.04765232556195541,0.8611757544842439,0.4679282331437233,0.3845907738127471,-1.012393344551179,-0.16113196193405935,-0.4552456069309936
-74.075918,11.031691112505387,0.3396139528151121,1.275702095380644,2.319986538792276,-3.6349701378427115,3.23008582932654,-2.1686711749855916,-1.4869148361240463,-0.1935124565947246,4.797573234533295,-1.836168751361161,2.2912696529764793,0.49424685602088203,3.133907527331627,1.4511208312816013,-2.190408157789375,0.7311674919607102,-0.5149551025096392,-2.1516875601042273,-0.5582978818956817,0.555018720476697,2.281367116034031,1.920494320349105,-0.17053598534119013
-74.07052299999998,13.725306145180943,0.7031571060776305,-2.3686941471201908,0.26361474659378065,1.21881547017249,-0.6453274629683685,1.281313747502567,-0.9716371438409072,-1.997976023167508,-0.12970790495987133,-0.20905192076403045,0.9139703474630495,0.9791078127390738,0.949430476136433,-1.6201970468041582,-1.0462547246462326,1.2287003563163708,1.8321743917399909,-0.5884192738168532,0.5585484808134491,0.17483688934186287,-1.6188960342876653,-0.13341172677769753,0.5403956555882552
-74.066407,12.438785784793682,-1.7203088269781737,0.630345636140786,2.6969594436821427,-0.24959492508517345,-0.8127057157389763,-0.2720347557834135,0.3001403874461601,1.6726057156514258,2.6163508828322186,-0.39499786086232036,2.4444618220617125,-2.4941569069256673,2.4015457671834275,-2.015008056932713,-0.792483332907833,0.7254228195762606,0.21527528392465622,-0.9947786500307612,1.4402568169278187,-1.9773821233329654,-1.5317835618684228,-0.4525091324553542,0.45915824577676473
-74.051058,8.907195862045622,-0.6377302773466488,-9.177452718964814,1.0687699984846772,3.0425216406602917,-1.9985729705339725,-1.2601413236806294,-1.6777560450010944,1.5574922693066748,-1.3024797242391168,-0.8009016495227421,2.4595893236920707,-2.85081940548939,2.0548475500459715,1.2004420552228094,-1.8078071310801216,-0.46034352107154447,1.269526905425746,-1.193204590888264,0.7616007331261779,-0.22070202613057444,-0.6319268749027548,1.500484418940702,1.6835268541766344
